id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,fuente_url,tags
1966,Fullstack Developer Software,11,React Hooks,useState,Básico,Reconocimiento,¿Qué término técnico se asocia mejor con la siguiente idea: usestate?,Componente de Android que representa una pantalla con la que el usuario interactúa.,useEffect,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Definición de un endpoint y método HTTP en una aplicación Express.,Protocolo que permite direccionar y enrutar paquetes entre redes.,C,Hook de React usado para declarar y actualizar estado en componentes funcionales.,El término técnico asociado es Hook de React usado para declarar y actualizar estado en componentes funcionales..,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1967,Fullstack Developer Software,11,React Hooks,useState,Básico,Aplicación,"En el módulo «Fullstack Developer Software», ¿qué elemento se usa para usestate?",Método usado para generar predicciones con un modelo entrenado.,useRef,Hook de React para sincronizar componentes con sistemas externos o efectos secundarios.,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Vista usada para mostrar texto en una interfaz Android.,D,Hook de React usado para declarar y actualizar estado en componentes funcionales.,"Según el contenido del módulo, corresponde a Hook de React usado para declarar y actualizar estado en componentes funcionales..",PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1968,Fullstack Developer Software,11,React Hooks,useState,Intermedio,Completar,¿Cuál es la respuesta correcta si se busca identificar: usestate?,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Sensor usado comúnmente para medir temperatura y humedad ambiental.,useReducer,useMemo,Modelo de Keras que organiza capas en una pila lineal.,A,Hook de React usado para declarar y actualizar estado en componentes funcionales.,La respuesta correcta es Hook de React usado para declarar y actualizar estado en componentes funcionales..,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1969,Fullstack Developer Software,11,React Hooks,useState,Básico,Aplicación,Marca la alternativa que mejor representa el concepto de Hook de React usado para declarar y actualizar estado en componentes funcionales..,Error cuadrático medio que mide la desviación cuadrática promedio entre predicciones y valores reales.,ORM para Node.js que permite trabajar con bases de datos relacionales mediante modelos.,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Protocolo de aplicación usado para transferir recursos en la web mediante solicitudes y respuestas.,useEffect,C,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Hook de React usado para declarar y actualizar estado en componentes funcionales.: useState,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1970,Fullstack Developer Software,11,React Hooks,useState,Básico,Completar,¿Cuál opción NO debe confundirse con otros términos cuando la pregunta describe: usestate?,useMemo,"Cuadro de diálogo que solicita confirmación, información o decisión del usuario.",useEffect,Hook de React usado para declarar y actualizar estado en componentes funcionales.,useReducer,D,Hook de React usado para declarar y actualizar estado en componentes funcionales.,No debe confundirse: la descripción apunta a Hook de React usado para declarar y actualizar estado en componentes funcionales..,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1971,Fullstack Developer Software,11,React Hooks,useState,Básico,Definición,"En una evaluación tipo Senati, si aparece la descripción «useState», la respuesta esperada sería:",Hook de React usado para declarar y actualizar estado en componentes funcionales.,useMemo,Pantalla de caracteres con 16 columnas y 2 filas usada para mostrar información.,"Entorno de desarrollo usado para escribir, compilar y cargar programas en placas Arduino.",useContext,A,Hook de React usado para declarar y actualizar estado en componentes funcionales.,"Para esa descripción, se debe marcar Hook de React usado para declarar y actualizar estado en componentes funcionales..",PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1972,Fullstack Developer Software,11,React Hooks,useState,Avanzado,Completar,¿Qué concepto es clave en React Hooks porque permite/representa lo siguiente: usestate?,Vista usada para mostrar texto en una interfaz Android.,useRef,useMemo,useContext,Hook de React usado para declarar y actualizar estado en componentes funcionales.,E,Hook de React usado para declarar y actualizar estado en componentes funcionales.,El concepto clave es Hook de React usado para declarar y actualizar estado en componentes funcionales..,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1973,Fullstack Developer Software,11,React Hooks,useState,Básico,Aplicación,Relaciona el concepto con su función: useState,Definición de un endpoint y método HTTP en una aplicación Express.,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Lenguaje usado para estilos visuales de una interfaz web.,Registro de cambios guardado en el historial de Git.,Cliente HTTP usado como base para realizar solicitudes de red en Android.,B,Hook de React usado para declarar y actualizar estado en componentes funcionales.,La relación correcta es con Hook de React usado para declarar y actualizar estado en componentes funcionales..,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1974,Fullstack Developer Software,11,React Hooks,useState,Básico,Completar,¿Qué alternativa describe correctamente un elemento de React Hooks: usestate?,Método HTTP usado para crear o enviar nuevos datos al servidor.,Diferencia de potencial eléctrico que impulsa la corriente en un circuito.,useContext,useEffect,Hook de React usado para declarar y actualizar estado en componentes funcionales.,E,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Esa descripción corresponde a Hook de React usado para declarar y actualizar estado en componentes funcionales..,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1975,Fullstack Developer Software,11,React Hooks,useState,Intermedio,Reconocimiento,Selecciona la opción que completa correctamente: «Hook de React usado para declarar y actualizar estado en componentes funcionales. es...»,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",useEffect,Hook de React usado para declarar y actualizar estado en componentes funcionales.,useContext,useMemo,C,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Hook de React usado para declarar y actualizar estado en componentes funcionales. se define como: useState,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1976,Fullstack Developer Software,11,React Hooks,useState,Intermedio,Relación,¿Cuál de estos términos sería más probable como respuesta en una pregunta sobre React Hooks?,useMemo,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Estructura de control que permite seleccionar entre varios casos posibles.,useEffect,useReducer,B,Hook de React usado para declarar y actualizar estado en componentes funcionales.,"El término más probable es Hook de React usado para declarar y actualizar estado en componentes funcionales., porque usestate",PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1977,Fullstack Developer Software,11,React Hooks,useState,Básico,Completar,"Si estás resolviendo un test de opción múltiple y la pista es «useState», ¿cuál eliges?",Hook de React usado para declarar y actualizar estado en componentes funcionales.,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Método del ciclo de vida donde normalmente se inicializa la Activity y se carga el layout.,Ataque que inyecta scripts maliciosos en páginas vistas por otros usuarios.,useContext,A,Hook de React usado para declarar y actualizar estado en componentes funcionales.,La pista apunta a Hook de React usado para declarar y actualizar estado en componentes funcionales..,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1978,Fullstack Developer Software,11,React Hooks,useState,Básico,Aplicación,"¿Qué herramienta, método o concepto corresponde a esta descripción técnica: usestate?",Aplicación web de página única que actualiza vistas sin recargar toda la página.,useRef,useEffect,useMemo,Hook de React usado para declarar y actualizar estado en componentes funcionales.,E,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Corresponde a Hook de React usado para declarar y actualizar estado en componentes funcionales..,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1979,Fullstack Developer Software,11,React Hooks,useState,Básico,Aplicación,"En un proyecto real del módulo Fullstack Developer Software, se requiere algo que usestate. ¿Qué se usa?",useRef,useReducer,Entorno de ejecución que permite usar JavaScript en el servidor.,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Copia de un repositorio en la cuenta de otro usuario para modificarlo de forma independiente.,D,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Corresponde a Hook de React usado para declarar y actualizar estado en componentes funcionales.: useState,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1980,Fullstack Developer Software,11,React Hooks,useState,Avanzado,Completar,"En un proyecto real del módulo Fullstack Developer Software, se requiere algo que usestate. ¿Qué se usa? (Tema: React Hooks)",useRef,useMemo,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Interruptor electromecánico que permite controlar cargas de mayor potencia con una señal de baja potencia.,Entorno de ejecución que permite usar JavaScript en el servidor.,C,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Corresponde a Hook de React usado para declarar y actualizar estado en componentes funcionales.: useState,PIAD-527_CONTENIDO (1).pdf,https://react.dev/reference/react/useState,"react,hooks"
1981,Fullstack Developer Software,11,React Router,React Router,Intermedio,Completar,¿Qué concepto se define como: «React Router»?,Sequelize,Yup,Librería para manejar rutas y navegación en aplicaciones React.,Protocolo ligero de mensajería publish/subscribe usado frecuentemente en IoT.,Formik,C,Librería para manejar rutas y navegación en aplicaciones React.,La definición corresponde a Librería para manejar rutas y navegación en aplicaciones React..,PIAD-527_CONTENIDO (1).pdf,https://reactrouter.com/,"react,routing"
1982,Fullstack Developer Software,11,React Router,React Router,Básico,Definición,"En el tema de React Router, ¿cuál es la opción correcta para: react router?",Librería para manejar rutas y navegación en aplicaciones React.,Formik,Herramienta moderna para crear y desarrollar proyectos frontend de forma rápida.,Vite,Pantalla de caracteres con 16 columnas y 2 filas usada para mostrar información.,A,Librería para manejar rutas y navegación en aplicaciones React.,"En React Router, el concepto correcto es Librería para manejar rutas y navegación en aplicaciones React..",PIAD-527_CONTENIDO (1).pdf,https://reactrouter.com/,"react,routing"
